StatOverview_Full_Data_data,,,,,,,,,,,,,,,
1997,NR,**,Pacific,,,,,1,,5.9,,0,5.6,0,215
1997,NR,**,Pend Oreille,,,,,1,,5.9,,0,5.6,0,124
1997,,,Pierce,,4.8,8.1,,1,5.3,5.9,52,6.3,5.6,61,9730
1997,,,San Juan,,,,,1,0,5.9,0,0,5.6,0,113
1997,NR,**,Skagit,NR,,,**,1,,5.9,,,5.6,,1336
1997,,,Skamania,,,,,1,0,5.9,0,0,5.6,0,91
1997,,,Snohomish,,4.5,8,,1,6.3,5.9,51,6,5.6,49,8110
1997,,,Spokane,,4.4,8.8,,1,5.1,5.9,28,6.3,5.6,35,5530
1997,NR,**,Stevens,NR,,,**,1,,5.9,,,5.6,,453
1997,NR,,Thurston,NR,,,,1,,5.9,15,,5.6,10,2422
1997,NR,**,Wahkiakum,NR,,,**,1,,5.9,,,5.6,,39
1997,NR,**,Walla Walla,NR,,,**,1,,5.9,,,5.6,,675
1997,NR,,Whatcom,NR,,,**,1,,5.9,10,,5.6,,1945
1997,,,Whitman,NR,,,**,1,0,5.9,0,,5.6,,392
1997,,,Yakima,,4.4,9.7,,1,6,5.9,25,6.7,5.6,28,4189
1998,,,State Total,,5.2,6.2,,1,5.9,5.9,469,5.7,5.7,452,79640
1998,,,Adams,NR,,,**,1,0,5.9,0,,5.7,,332
1998,NR,**,Asotin,NR,,,**,1,,5.9,,,5.7,,280
1998,NR,,Benton,NR,,,,1,,5.9,11,,5.7,11,2053
1998,NR,**,Chelan,NR,,,**,1,,5.9,,,5.7,,1032
1998,NR,**,Clallam,NR,,,**,1,,5.9,,,5.7,,687
1998,,,Clark,,3.9,8.3,,1,5.3,5.9,27,5.8,5.7,30,5142
1998,,,Columbia,,,,,1,0,5.9,0,0,5.7,0,48
1998,NR,**,Cowlitz,NR,,,**,1,,5.9,,,5.7,,1195
1998,NR,**,Douglas,NR,,,**,1,,5.9,,,5.7,,445
1998,NR,**,Ferry,NR,,,**,1,,5.9,,,5.7,,78
1998,NR,**,Franklin,NR,,,**,1,,5.9,,,5.7,,1035
1998,,,Garfield,,,,,1,0,5.9,0,0,5.7,0,16
1998,NR,,Grant,NR,,,**,1,,5.9,14,,5.7,,1334
1998,NR,**,Grays Harbor,NR,,,**,1,,5.9,,,5.7,,882
1998,NR,**,Island,NR,,,**,1,,5.9,,,5.7,,948
1998,,,Jefferson,,,,,1,0,5.9,0,0,5.7,0,207
1998,,,King,,4.1,6,,1,5.8,5.9,129,5,5.7,111,22212
1998,,,Kitsap,NR,,,,1,8.3,5.9,25,,5.7,12,3004
1998,NR,**,Kittitas,NR,,,**,1,,5.9,,,5.7,,374
1998,NR,**,Klickitat,,,,,1,,5.9,,0,5.7,0,234
1998,NR,**,Lewis,NR,,,**,1,,5.9,,,5.7,,901
1998,NR,**,Lincoln,NR,,,**,1,,5.9,,,5.7,,110
1998,NR,**,Mason,NR,,,**,1,,5.9,,,5.7,,598
1998,NR,**,Okanogan,NR,,,**,1,,5.9,,,5.7,,545
1998,NR,**,Pacific,,,,,1,,5.9,,0,5.7,0,211
1998,,,Pend Oreille,NR,,,**,1,0,5.9,0,,5.7,,129
1998,,,Pierce,,5,8.4,,1,6.1,5.9,60,6.5,5.7,64,9780
1998,NR,**,San Juan,,,,,1,,5.9,,0,5.7,0,101
1998,NR,**,Skagit,NR,,,,1,,5.9,,,5.7,12,1367
1998,,,Skamania,,,,,1,0,5.9,0,0,5.7,0,104
1998,,,Snohomish,,4,7.4,,1,5,5.9,42,5.5,5.7,46,8352
1998,,,Spokane,,3.7,7.8,,1,7.3,5.9,40,5.5,5.7,30,5496
1998,,,Stevens,NR,,,**,1,0,5.9,0,,5.7,,412
1998,NR,**,Thurston,NR,,,,1,,5.9,,,5.7,16,2511
1998,,,Wahkiakum,,,,,1,0,5.9,0,0,5.7,0,37
1998,NR,**,Walla Walla,NR,,,**,1,,5.9,,,5.7,,700
1998,NR,,Whatcom,NR,,,**,1,,5.9,12,,5.7,,2055
1998,NR,**,Whitman,NR,,,**,1,,5.9,,,5.7,,398
1998,,,Yakima,,4.1,9.2,,1,4.9,5.9,21,6.3,5.7,27,4295
1999,,,State Total,,4.6,5.6,,1,5.9,5.9,469,5,5,401,79577
1999,NR,**,Adams,NR,,,**,1,,5.9,,,5,,319
1999,NR,**,Asotin,NR,,,**,1,,5.9,,,5,,263
1999,NR,**,Benton,NR,,,,1,,5.9,,,5,10,2119
1999,NR,**,Chelan,NR,,,**,1,,5.9,,,5,,964
1999,NR,**,Clallam,NR,,,**,1,,5.9,,,5,,617
1999,,,Clark,,2.5,6.2,,1,4.1,5.9,21,4.1,5,21,5185
1999,,,Columbia,,,,,1,0,5.9,0,0,5,0,27
1999,NR,,Cowlitz,NR,,,**,1,,5.9,15,,5,,1286
1999,NR,**,Douglas,NR,,,**,1,,5.9,,,5,,454
1999,NR,**,Ferry,NR,,,**,1,,5.9,,,5,,77
1999,NR,**,Franklin,NR,,,**,1,,5.9,,,5,,1104
1999,,,Garfield,,,,,1,0,5.9,0,0,5,0,27
1999,NR,**,Grant,NR,,,**,1,,5.9,,,5,,1390
1999,NR,**,Grays Harbor,NR,,,**,1,,5.9,,,5,,823
1999,NR,,Island,NR,,,**,1,,5.9,10,,5,,912
1999,NR,**,Jefferson,,,,,1,,5.9,,0,5,0,220
1999,,,King,,4.2,6.1,,1,5.5,5.9,121,5.1,5,112,22007
1999,NR,,Kitsap,NR,,,,1,,5.9,16,,5,15,2893
1999,NR,**,Kittitas,NR,,,**,1,,5.9,,,5,,364
1999,,,Klickitat,,,,,1,0,5.9,0,0,5,0,229
1999,NR,**,Lewis,NR,,,**,1,,5.9,,,5,,944
1999,NR,**,Lincoln,,,,,1,,5.9,,0,5,0,113
1999,NR,**,Mason,NR,,,**,1,,5.9,,,5,,523
1999,NR,**,Okanogan,NR,,,**,1,,5.9,,,5,,552
1999,NR,**,Pacific,NR,,,**,1,,5.9,,,5,,163
1999,,,Pend Oreille,,,,,1,0,5.9,0,0,5,0,134
1999,,,Pierce,,4.1,7.1,,1,6.5,5.9,65,5.4,5,54,9939
1999,NR,**,San Juan,,,,,1,,5.9,,0,5,0,100
1999,NR,**,Skagit,NR,,,**,1,,5.9,,,5,,1359
1999,NR,**,Skamania,NR,,,**,1,,5.9,,,5,,134
1999,,,Snohomish,,3.8,7,,1,6.8,5.9,58,5.2,5,44,8496
1999,,,Spokane,,2.9,6.7,,1,4.9,5.9,27,4.6,5,25,5497
1999,NR,**,Stevens,NR,,,**,1,,5.9,,,5,,456
1999,NR,,Thurston,NR,,,**,1,,5.9,13,,5,,2478
1999,NR,**,Wahkiakum,,,,,1,,5.9,,0,5,0,42
1999,NR,,Walla Walla,NR,,,**,1,,5.9,10,,5,,713
1999,NR,**,Whatcom,NR,,,**,1,,5.9,,,5,,1995
1999,NR,**,Whitman,NR,,,**,1,,5.9,,,5,,422
1999,,,Yakima,,4.8,10.1,,1,5.7,5.9,24,7.1,5,30,4237
2000,,,State Total,,4.7,5.7,,1,5.4,5.4,437,5.2,5.2,423,81004
2000,NR,**,Adams,NR,,,**,1,,5.4,,,5.2,,334
2000,,,Asotin,NR,,,**,1,0,5.4,0,,5.2,,252
2000,NR,,Benton,,5.5,14.3,,1,,5.4,13,9.1,5.2,19,2079
2000,NR,**,Chelan,NR,,,**,1,,5.4,,,5.2,,981
2000,NR,**,Clallam,NR,,,**,1,,5.4,,,5.2,,622
2000,,,Clark,,2.1,5.5,,1,5.9,5.4,32,3.5,5.2,19,5411
2000,,,Columbia,,,,,1,0,5.4,0,0,5.2,0,34
2000,NR,**,Cowlitz,NR,,,,1,,5.4,,,5.2,11,1289
2000,NR,**,Douglas,NR,,,**,1,,5.4,,,5.2,,455
2000,,,Ferry,,,,,1,0,5.4,0,0,5.2,0,69
2000,NR,,Franklin,NR,,,**,1,,5.4,10,,5.2,,1096
2000,,,Garfield,,,,,1,0,5.4,0,0,5.2,0,23
2000,NR,**,Grant,NR,,,**,1,,5.4,,,5.2,,1432
2000,NR,**,Grays Harbor,NR,,,**,1,,5.4,,,5.2,,793
2000,NR,**,Island,NR,,,**,1,,5.4,,,5.2,,959
2000,NR,**,Jefferson,NR,,,**,1,,5.4,,,5.2,,211
2000,,,King,,3.7,5.5,,1,5.6,5.4,127,4.5,5.2,102,22487
2000,NR,,Kitsap,,3.7,9.6,,1,,5.4,16,6.1,5.2,19,3108
2000,NR,**,Kittitas,NR,,,**,1,,5.4,,,5.2,,368
2000,,,Klickitat,NR,,,**,1,0,5.4,0,,5.2,,254
2000,NR,,Lewis,NR,,,**,1,,5.4,12,,5.2,,869
2000,,,Lincoln,NR,,,**,1,0,5.4,0,,5.2,,99
2000,NR,**,Mason,NR,,,**,1,,5.4,,,5.2,,560
2000,NR,**,Okanogan,NR,,,**,1,,5.4,,,5.2,,506
2000,NR,**,Pacific,NR,,,**,1,,5.4,,,5.2,,195
2000,,,Pend Oreille,NR,,,**,1,0,5.4,0,,5.2,,110
2000,,,Pierce,,4.7,7.8,,1,4.9,5.4,50,6.1,5.2,62,10174
2000,,,San Juan,,,,,1,0,5.4,0,0,5.2,0,92
2000,NR,**,Skagit,NR,,,,1,,5.4,,,5.2,11,1396
2000,,,Skamania,NR,,,**,1,0,5.4,0,,5.2,,116
2000,,,Snohomish,,3,5.8,,1,4.1,5.4,35,4.2,5.2,36,8545
2000,,,Spokane,,3.3,7.1,,1,5.3,5.4,30,4.9,5.2,28,5666
2000,NR,**,Stevens,NR,,,**,1,,5.4,,,5.2,,445
2000,,,Thurston,NR,,,,1,6.7,5.4,17,,5.2,11,2547
2000,,,Wahkiakum,,,,,1,0,5.4,0,0,5.2,0,28
2000,NR,**,Walla Walla,NR,,,**,1,,5.4,,,5.2,,660
2000,NR,,Whatcom,NR,,,**,1,,5.4,13,,5.2,,2077
2000,NR,**,Whitman,NR,,,**,1,,5.4,,,5.2,,411
2000,,,Yakima,,5,10.4,,1,5.2,5.4,22,7.3,5.2,31,4251
2001,,,State Total,,5.3,6.4,,1,5.3,5.3,425,5.8,5.8,461,79542
2001,,,Adams,NR,,,**,1,0,5.3,0,,5.8,,328
2001,,,Asotin,NR,,,**,1,0,5.3,0,,5.8,,234
2001,NR,**,Benton,NR,,,,1,,5.3,,,5.8,12,2215
2001,NR,,Chelan,NR,,,**,1,,5.3,10,,5.8,,971
2001,NR,**,Clallam,NR,,,**,1,,5.3,,,5.8,,606
2001,,,Clark,,3.7,7.8,,1,5.4,5.3,29,5.5,5.8,29,5322
2001,,,Columbia,,,,,1,0,5.3,0,0,5.8,0,35
2001,NR,**,Cowlitz,NR,,,,1,,5.3,,,5.8,10,1229
2001,,,Douglas,NR,,,**,1,0,5.3,0,,5.8,,440
2001,,,Ferry,,,,,1,0,5.3,0,0,5.8,0,75
2001,NR,**,Franklin,NR,,,**,1,,5.3,,,5.8,,1147
2001,,,Garfield,,,,,1,0,5.3,0,0,5.8,0,23
2001,NR,**,Grant,NR,,,**,1,,5.3,,,5.8,,1313
2001,NR,**,Grays Harbor,NR,,,**,1,,5.3,,,5.8,,766
2001,NR,**,Island,NR,,,**,1,,5.3,,,5.8,,897
2001,NR,**,Jefferson,,,,,1,,5.3,,0,5.8,0,200
2001,,,King,,4.1,6,,1,5.3,5.3,116,5,5.8,109,21778
2001,,,Kitsap,,4.7,11.3,,1,6.8,5.3,20,7.5,5.8,22,2946
2001,NR,**,Kittitas,NR,,,**,1,,5.3,,,5.8,,371
2001,,,Klickitat,NR,,,**,1,0,5.3,0,,5.8,,221
2001,NR,**,Lewis,NR,,,**,1,,5.3,,,5.8,,856
2001,,,Lincoln,,,,,1,0,5.3,0,0,5.8,0,92
2001,NR,**,Mason,NR,,,**,1,,5.3,,,5.8,,543
2001,NR,**,Okanogan,NR,,,**,1,,5.3,,,5.8,,518
2001,,,Pacific,,,,,1,0,5.3,0,0,5.8,0,203
2001,NR,**,Pend Oreille,NR,,,**,1,,5.3,,,5.8,,124
2001,,,Pierce,,6.4,10,,1,6,5.3,60,8.1,5.8,81,10052
2001,,,San Juan,,,,,1,0,5.3,0,0,5.8,0,104
2001,NR,**,Skagit,NR,,,**,1,,5.3,,,5.8,,1383
2001,,,Skamania,,,,,1,0,5.3,0,0,5.8,0,109
2001,,,Snohomish,,3.8,6.9,,1,6.3,5.3,55,5.2,5.8,45,8703
2001,,,Spokane,,3.9,8.1,,1,6.3,5.3,34,5.7,5.8,31,5414
2001,NR,**,Stevens,NR,,,**,1,,5.3,,,5.8,,449
2001,NR,,Thurston,NR,,,,1,,5.3,13,,5.8,15,2606
2001,,,Wahkiakum,NR,,,**,1,0,5.3,0,,5.8,,29
2001,NR,**,Walla Walla,NR,,,**,1,,5.3,,,5.8,,714
2001,NR,**,Whatcom,NR,,,**,1,,5.3,,,5.8,,1965
2001,NR,**,Whitman,NR,,,**,1,,5.3,,,5.8,,375
2001,NR,,Yakima,,3.3,8,,1,,5.3,15,5.3,5.8,22,4186
2002,,,State Total,,5.2,6.3,,1,5.5,5.5,433,5.7,5.7,452,79003
2002,NR,**,Adams,NR,,,**,1,,5.5,,,5.7,,347
2002,,,Asotin,NR,,,**,1,0,5.5,0,,5.7,,236
2002,NR,,Benton,NR,,,,1,,5.5,15,,5.7,13,2160
2002,NR,**,Chelan,NR,,,**,1,,5.5,,,5.7,,919
2002,NR,**,Clallam,NR,,,**,1,,5.5,,,5.7,,591
2002,NR,,Clark,,2.9,6.8,,1,,5.5,16,4.6,5.7,24,5246
2002,,,Columbia,,,,,1,0,5.5,0,0,5.7,0,40
2002,NR,**,Cowlitz,NR,,,**,1,,5.5,,,5.7,,1244
2002,NR,**,Douglas,NR,,,**,1,,5.5,,,5.7,,434
2002,NR,**,Ferry,,,,,1,,5.5,,0,5.7,0,70
2002,NR,,Franklin,NR,,,**,1,,5.5,10,,5.7,,1193
2002,,,Garfield,NR,,,**,1,0,5.5,0,,5.7,,14
2002,NR,**,Grant,NR,,,**,1,,5.5,,,5.7,,1394
2002,NR,**,Grays Harbor,NR,,,**,1,,5.5,,,5.7,,803
2002,NR,**,Island,NR,,,**,1,,5.5,,,5.7,,925
2002,NR,**,Jefferson,NR,,,**,1,,5.5,,,5.7,,188
2002,,,King,,3.7,5.5,,1,5,5.5,109,4.5,5.7,99,21863
2002,NR,,Kitsap,,4.2,10.5,,1,,5.5,16,6.8,5.7,20,2942
2002,NR,**,Kittitas,,,,,1,,5.5,,0,5.7,0,343
2002,NR,**,Klickitat,NR,,,**,1,,5.5,,,5.7,,227
2002,NR,**,Lewis,NR,,,**,1,,5.5,,,5.7,,896
2002,,,Lincoln,NR,,,**,1,0,5.5,0,,5.7,,91
2002,NR,**,Mason,NR,,,**,1,,5.5,,,5.7,,541
2002,NR,**,Okanogan,NR,,,**,1,,5.5,,,5.7,,480
2002,,,Pacific,NR,,,**,1,0,5.5,0,,5.7,,171
2002,,,Pend Oreille,NR,,,**,1,0,5.5,0,,5.7,,124
2002,,,Pierce,,6.1,9.6,,1,6,5.5,60,7.7,5.7,77,10031
2002,NR,**,San Juan,,,,,1,,5.5,,0,5.7,0,87
2002,NR,**,Skagit,NR,,,**,1,,5.5,,,5.7,,1373
2002,,,Skamania,NR,,,**,1,0,5.5,0,,5.7,,98
2002,,,Snohomish,,3.9,7.2,,1,5.8,5.5,48,5.4,5.7,45,8344
2002,,,Spokane,,5.6,10.5,,1,7.2,5.5,40,7.8,5.7,43,5543
2002,NR,**,Stevens,NR,,,**,1,,5.5,,,5.7,,460
2002,,,Thurston,NR,,,,1,8.6,5.5,21,,5.7,16,2445
2002,,,Wahkiakum,NR,,,**,1,0,5.5,0,,5.7,,22
2002,NR,**,Walla Walla,NR,,,**,1,,5.5,,,5.7,,692
2002,NR,,Whatcom,NR,,,**,1,,5.5,11,,5.7,,1972
2002,NR,**,Whitman,NR,,,**,1,,5.5,,,5.7,,415
2002,NR,,Yakima,,3.2,8,,1,,5.5,16,5.2,5.7,21,4039
2003,,,State Total,,5.1,6.1,,1,6.2,6.2,498,5.6,5.6,447,80482
2003,NR,**,Adams,NR,,,**,1,,6.2,,,5.6,,339
2003,NR,**,Asotin,NR,,,**,1,,6.2,,,5.6,,287
2003,,,Benton,NR,,,,1,8.2,6.2,18,,5.6,13,2190
2003,NR,**,Chelan,NR,,,**,1,,6.2,,,5.6,,888
2003,NR,**,Clallam,NR,,,**,1,,6.2,,,5.6,,609
2003,,,Clark,,3.2,7.1,,1,4.1,6.2,22,4.9,5.6,26,5332
2003,,,Columbia,NR,,,**,1,0,6.2,0,,5.6,,37
2003,NR,**,Cowlitz,NR,,,**,1,,6.2,,,5.6,,1141
2003,NR,**,Douglas,NR,,,**,1,,6.2,,,5.6,,432
2003,,,Ferry,,,,,1,0,6.2,0,0,5.6,0,70
2003,NR,**,Franklin,NR,,,**,1,,6.2,,,5.6,,1322
2003,,,Garfield,,,,,1,0,6.2,0,0,5.6,0,16
2003,NR,**,Grant,NR,,,**,1,,6.2,,,5.6,,1431
2003,NR,**,Grays Harbor,NR,,,**,1,,6.2,,,5.6,,817
2003,NR,**,Island,NR,,,**,1,,6.2,,,5.6,,947
2003,NR,**,Jefferson,NR,,,**,1,,6.2,,,5.6,,226
2003,,,King,,4.2,6.1,,1,6.7,6.2,151,5.1,5.6,114,22431
2003,NR,,Kitsap,,3.8,9.8,,1,,6.2,15,6.3,5.6,19,3014
2003,NR,**,Kittitas,NR,,,**,1,,6.2,,,5.6,,380
2003,,,Klickitat,NR,,,**,1,0,6.2,0,,5.6,,232
2003,NR,**,Lewis,NR,,,**,1,,6.2,,,5.6,,839
2003,NR,**,Lincoln,NR,,,**,1,,6.2,,,5.6,,84
2003,NR,**,Mason,NR,,,**,1,,6.2,,,5.6,,569
2003,NR,**,Okanogan,NR,,,**,1,,6.2,,,5.6,,485
2003,NR,**,Pacific,NR,,,**,1,,6.2,,,5.6,,188
2003,NR,**,Pend Oreille,NR,,,**,1,,6.2,,,5.6,,107
2003,,,Pierce,,4.9,8.1,,1,8.3,6.2,84,6.4,5.6,64,10085
2003,,,San Juan,,,,,1,0,6.2,0,0,5.6,0,88
2003,NR,**,Skagit,NR,,,**,1,,6.2,,,5.6,,1356
2003,,,Skamania,,,,,1,0,6.2,0,0,5.6,0,114
2003,,,Snohomish,,3.3,6.3,,1,4.9,6.2,42,4.7,5.6,40,8592
2003,,,Spokane,,4.2,8.5,,1,6.4,6.2,35,6.1,5.6,33,5455
2003,NR,**,Stevens,NR,,,**,1,,6.2,,,5.6,,467
2003,NR,,Thurston,NR,,,,1,,6.2,14,,5.6,14,2619
2003,NR,**,Wahkiakum,,,,,1,,6.2,,0,5.6,0,29
2003,NR,**,Walla Walla,NR,,,**,1,,6.2,,,5.6,,686
2003,NR,,Whatcom,NR,,,**,1,,6.2,13,,5.6,,2035
2003,,,Whitman,NR,,,**,1,0,6.2,0,,5.6,,410
2003,,,Yakima,,6.7,12.9,,1,5.1,6.2,21,9.4,5.6,39,4133
2004,,,State Total,,5,6.1,,1,5.3,5.3,432,5.5,5.5,451,81715
2004,NR,**,Adams,NR,,,**,1,,5.3,,,5.5,,389
2004,,,Asotin,NR,,,**,1,0,5.3,0,,5.5,,261
2004,NR,**,Benton,NR,,,**,1,,5.3,,,5.5,,2188
2004,NR,**,Chelan,NR,,,**,1,,5.3,,,5.5,,902
2004,NR,**,Clallam,NR,,,**,1,,5.3,,,5.5,,602
2004,,,Clark,,3.2,7.1,,1,4.3,5.3,24,4.9,5.5,27,5541
2004,,,Columbia,,,,,1,0,5.3,0,0,5.5,0,40
2004,NR,**,Cowlitz,NR,,,**,1,,5.3,,,5.5,,1230
2004,NR,**,Douglas,NR,,,**,1,,5.3,,,5.5,,455
2004,,,Ferry,,,,,1,0,5.3,0,0,5.5,0,78
2004,NR,**,Franklin,NR,,,**,1,,5.3,,,5.5,,1328
2004,,,Garfield,,,,,1,0,5.3,0,0,5.5,0,11
2004,NR,**,Grant,NR,,,,1,,5.3,,,5.5,13,1441
2004,NR,**,Grays Harbor,NR,,,**,1,,5.3,,,5.5,,830
2004,NR,**,Island,NR,,,**,1,,5.3,,,5.5,,989
2004,NR,**,Jefferson,,,,,1,,5.3,,0,5.5,0,195
2004,,,King,,3.6,5.4,,1,6.3,5.3,145,4.4,5.5,101,22874
2004,NR,,Kitsap,NR,,,,1,,5.3,13,,5.5,14,3009
2004,NR,**,Kittitas,NR,,,**,1,,5.3,,,5.5,,342
2004,NR,**,Klickitat,,,,,1,,5.3,,0,5.5,0,223
2004,NR,**,Lewis,NR,,,**,1,,5.3,,,5.5,,847
2004,,,Lincoln,,,,,1,0,5.3,0,0,5.5,0,91
2004,NR,**,Mason,NR,,,**,1,,5.3,,,5.5,,559
2004,NR,**,Okanogan,NR,,,**,1,,5.3,,,5.5,,499
2004,,,Pacific,NR,,,**,1,0,5.3,0,,5.5,,200
2004,,,Pend Oreille,,,,,1,0,5.3,0,0,5.5,0,115
2004,,,Pierce,,4.5,7.5,,1,4.4,5.3,45,5.8,5.5,60,10278
2004,NR,**,San Juan,,,,,1,,5.3,,0,5.5,0,107
2004,NR,**,Skagit,NR,,,,1,,5.3,,,5.5,11,1418
2004,,,Skamania,NR,,,**,1,0,5.3,0,,5.5,,82
2004,,,Snohomish,,3.3,6.3,,1,5.4,5.3,47,4.6,5.5,40,8641
2004,,,Spokane,,4.8,9.3,,1,5.3,5.3,29,6.8,5.5,37,5480
2004,NR,**,Stevens,NR,,,**,1,,5.3,,,5.5,,484
2004,NR,,Thurston,,4.1,10.9,,1,,5.3,16,6.9,5.5,18,2604
2004,,,Wahkiakum,,,,,1,0,5.3,0,0,5.5,0,29
2004,,,Walla Walla,NR,,,**,1,0,5.3,0,,5.5,,715
2004,NR,,Whatcom,NR,,,**,1,,5.3,10,,5.5,,2061
2004,NR,**,Whitman,NR,,,**,1,,5.3,,,5.5,,377
2004,,,Yakima,,5.6,11.3,,1,6.4,5.3,27,8.1,5.5,34,4200
2005,,,State Total,,4.6,5.6,,1,6.2,6.2,516,5.1,5.1,420,82625
2005,NR,**,Adams,NR,,,**,1,,6.2,,,5.1,,424
2005,NR,**,Asotin,,,,,1,,6.2,,0,5.1,0,237
2005,NR,,Benton,NR,,,,1,,6.2,14,,5.1,12,2164
2005,NR,**,Chelan,NR,,,,1,,6.2,,,5.1,11,902
2005,NR,**,Clallam,NR,,,**,1,,6.2,,,5.1,,617
2005,,,Clark,,3.3,7.2,,1,5.7,6.2,32,5,5.1,28,5635
2005,,,Columbia,,,,,1,0,6.2,0,0,5.1,0,24
2005,NR,**,Cowlitz,NR,,,**,1,,6.2,,,5.1,,1242
2005,NR,**,Douglas,NR,,,**,1,,6.2,,,5.1,,518
2005,,,Ferry,NR,,,**,1,0,6.2,0,,5.1,,82
2005,NR,**,Franklin,NR,,,**,1,,6.2,,,5.1,,1484
2005,,,Garfield,,,,,1,0,6.2,0,0,5.1,0,16
2005,NR,**,Grant,NR,,,**,1,,6.2,,,5.1,,1451
2005,NR,**,Grays Harbor,NR,,,**,1,,6.2,,,5.1,,857
2005,NR,**,Island,NR,,,**,1,,6.2,,,5.1,,997
2005,NR,**,Jefferson,NR,,,**,1,,6.2,,,5.1,,204
