"","year","location","num_of_records","fetal_deathrate","fetaldeath_staterate","fetal_deaths","infant_deathrate","infantdeath_staterate","infant_deaths","live_births"
"414",2000,"Grays Harbor",1,NA,5,NA,NA,5,NA,793
"415",2000,"Island",1,NA,5,NA,NA,5,NA,959
"416",2000,"Jefferson",1,NA,5,NA,NA,5,NA,211
"417",2000,"King",1,5,5,127,4,5,102,22487
"418",2000,"Kitsap",1,NA,5,16,6,5,19,3108
"419",2000,"Kittitas",1,NA,5,NA,NA,5,NA,368
"420",2000,"Klickitat",1,0,5,0,NA,5,NA,254
"421",2000,"Lewis",1,NA,5,12,NA,5,NA,869
"422",2000,"Lincoln",1,0,5,0,NA,5,NA,99
"423",2000,"Mason",1,NA,5,NA,NA,5,NA,560
"424",2000,"Okanogan",1,NA,5,NA,NA,5,NA,506
"425",2000,"Pacific",1,NA,5,NA,NA,5,NA,195
"426",2000,"Pend Oreille",1,0,5,0,NA,5,NA,110
"427",2000,"Pierce",1,4,5,50,6,5,62,10174
"428",2000,"San Juan",1,0,5,0,0,5,0,92
"429",2000,"Skagit",1,NA,5,NA,NA,5,11,1396
"430",2000,"Skamania",1,0,5,0,NA,5,NA,116
"431",2000,"Snohomish",1,4,5,35,4,5,36,8545
"432",2000,"Spokane",1,5,5,30,4,5,28,5666
"433",2000,"Stevens",1,NA,5,NA,NA,5,NA,445
"434",2000,"Thurston",1,6,5,17,NA,5,11,2547
"435",2000,"Wahkiakum",1,0,5,0,0,5,0,28
"436",2000,"Walla Walla",1,NA,5,NA,NA,5,NA,660
"437",2000,"Whatcom",1,NA,5,13,NA,5,NA,2077
"438",2000,"Whitman",1,NA,5,NA,NA,5,NA,411
"439",2000,"Yakima",1,5,5,22,7,5,31,4251
"440",2001,"State Total",1,5,5,425,5,5,461,79542
"441",2001,"Adams",1,0,5,0,NA,5,NA,328
"442",2001,"Asotin",1,0,5,0,NA,5,NA,234
"443",2001,"Benton",1,NA,5,NA,NA,5,12,2215
"444",2001,"Chelan",1,NA,5,10,NA,5,NA,971
"445",2001,"Clallam",1,NA,5,NA,NA,5,NA,606
"446",2001,"Clark",1,5,5,29,5,5,29,5322
"447",2001,"Columbia",1,0,5,0,0,5,0,35
"448",2001,"Cowlitz",1,NA,5,NA,NA,5,10,1229
"449",2001,"Douglas",1,0,5,0,NA,5,NA,440
"450",2001,"Ferry",1,0,5,0,0,5,0,75
"451",2001,"Franklin",1,NA,5,NA,NA,5,NA,1147
"452",2001,"Garfield",1,0,5,0,0,5,0,23
"453",2001,"Grant",1,NA,5,NA,NA,5,NA,1313
"454",2001,"Grays Harbor",1,NA,5,NA,NA,5,NA,766
"455",2001,"Island",1,NA,5,NA,NA,5,NA,897
"456",2001,"Jefferson",1,NA,5,NA,0,5,0,200
"457",2001,"King",1,5,5,116,5,5,109,21778
"458",2001,"Kitsap",1,6,5,20,7,5,22,2946
"459",2001,"Kittitas",1,NA,5,NA,NA,5,NA,371
"460",2001,"Klickitat",1,0,5,0,NA,5,NA,221
"461",2001,"Lewis",1,NA,5,NA,NA,5,NA,856
"462",2001,"Lincoln",1,0,5,0,0,5,0,92
"463",2001,"Mason",1,NA,5,NA,NA,5,NA,543
"464",2001,"Okanogan",1,NA,5,NA,NA,5,NA,518
"465",2001,"Pacific",1,0,5,0,0,5,0,203
"466",2001,"Pend Oreille",1,NA,5,NA,NA,5,NA,124
"467",2001,"Pierce",1,6,5,60,8,5,81,10052
"468",2001,"San Juan",1,0,5,0,0,5,0,104
"469",2001,"Skagit",1,NA,5,NA,NA,5,NA,1383
"470",2001,"Skamania",1,0,5,0,0,5,0,109
"471",2001,"Snohomish",1,6,5,55,5,5,45,8703
"472",2001,"Spokane",1,6,5,34,5,5,31,5414
"473",2001,"Stevens",1,NA,5,NA,NA,5,NA,449
"474",2001,"Thurston",1,NA,5,13,NA,5,15,2606
"475",2001,"Wahkiakum",1,0,5,0,NA,5,NA,29
"476",2001,"Walla Walla",1,NA,5,NA,NA,5,NA,714
"477",2001,"Whatcom",1,NA,5,NA,NA,5,NA,1965
"478",2001,"Whitman",1,NA,5,NA,NA,5,NA,375
"479",2001,"Yakima",1,NA,5,15,5,5,22,4186
"480",2002,"State Total",1,5,5,433,5,5,452,79003
"481",2002,"Adams",1,NA,5,NA,NA,5,NA,347
"482",2002,"Asotin",1,0,5,0,NA,5,NA,236
"483",2002,"Benton",1,NA,5,15,NA,5,13,2160
"484",2002,"Chelan",1,NA,5,NA,NA,5,NA,919
"485",2002,"Clallam",1,NA,5,NA,NA,5,NA,591
"486",2002,"Clark",1,NA,5,16,4,5,24,5246
"487",2002,"Columbia",1,0,5,0,0,5,0,40
"488",2002,"Cowlitz",1,NA,5,NA,NA,5,NA,1244
"489",2002,"Douglas",1,NA,5,NA,NA,5,NA,434
"490",2002,"Ferry",1,NA,5,NA,0,5,0,70
"491",2002,"Franklin",1,NA,5,10,NA,5,NA,1193
"492",2002,"Garfield",1,0,5,0,NA,5,NA,14
"493",2002,"Grant",1,NA,5,NA,NA,5,NA,1394
"494",2002,"Grays Harbor",1,NA,5,NA,NA,5,NA,803
"495",2002,"Island",1,NA,5,NA,NA,5,NA,925
"496",2002,"Jefferson",1,NA,5,NA,NA,5,NA,188
"497",2002,"King",1,5,5,109,4,5,99,21863
"498",2002,"Kitsap",1,NA,5,16,6,5,20,2942
"499",2002,"Kittitas",1,NA,5,NA,0,5,0,343
"500",2002,"Klickitat",1,NA,5,NA,NA,5,NA,227
"501",2002,"Lewis",1,NA,5,NA,NA,5,NA,896
"502",2002,"Lincoln",1,0,5,0,NA,5,NA,91
"503",2002,"Mason",1,NA,5,NA,NA,5,NA,541
"504",2002,"Okanogan",1,NA,5,NA,NA,5,NA,480
"505",2002,"Pacific",1,0,5,0,NA,5,NA,171
"506",2002,"Pend Oreille",1,0,5,0,NA,5,NA,124
"507",2002,"Pierce",1,6,5,60,7,5,77,10031
"508",2002,"San Juan",1,NA,5,NA,0,5,0,87
"509",2002,"Skagit",1,NA,5,NA,NA,5,NA,1373
"510",2002,"Skamania",1,0,5,0,NA,5,NA,98
"511",2002,"Snohomish",1,5,5,48,5,5,45,8344
"512",2002,"Spokane",1,7,5,40,7,5,43,5543
"513",2002,"Stevens",1,NA,5,NA,NA,5,NA,460
"514",2002,"Thurston",1,8,5,21,NA,5,16,2445
"515",2002,"Wahkiakum",1,0,5,0,NA,5,NA,22
"516",2002,"Walla Walla",1,NA,5,NA,NA,5,NA,692
"517",2002,"Whatcom",1,NA,5,11,NA,5,NA,1972
"518",2002,"Whitman",1,NA,5,NA,NA,5,NA,415
"519",2002,"Yakima",1,NA,5,16,5,5,21,4039
"520",2003,"State Total",1,6,6,498,5,5,447,80482
"521",2003,"Adams",1,NA,6,NA,NA,5,NA,339
"522",2003,"Asotin",1,NA,6,NA,NA,5,NA,287
"523",2003,"Benton",1,8,6,18,NA,5,13,2190
"524",2003,"Chelan",1,NA,6,NA,NA,5,NA,888
"525",2003,"Clallam",1,NA,6,NA,NA,5,NA,609
"526",2003,"Clark",1,4,6,22,4,5,26,5332
"527",2003,"Columbia",1,0,6,0,NA,5,NA,37
"528",2003,"Cowlitz",1,NA,6,NA,NA,5,NA,1141
"529",2003,"Douglas",1,NA,6,NA,NA,5,NA,432
"530",2003,"Ferry",1,0,6,0,0,5,0,70
"531",2003,"Franklin",1,NA,6,NA,NA,5,NA,1322
"532",2003,"Garfield",1,0,6,0,0,5,0,16
"533",2003,"Grant",1,NA,6,NA,NA,5,NA,1431
"534",2003,"Grays Harbor",1,NA,6,NA,NA,5,NA,817
"535",2003,"Island",1,NA,6,NA,NA,5,NA,947
"536",2003,"Jefferson",1,NA,6,NA,NA,5,NA,226
"537",2003,"King",1,6,6,151,5,5,114,22431
"538",2003,"Kitsap",1,NA,6,15,6,5,19,3014
"539",2003,"Kittitas",1,NA,6,NA,NA,5,NA,380
"540",2003,"Klickitat",1,0,6,0,NA,5,NA,232
"541",2003,"Lewis",1,NA,6,NA,NA,5,NA,839
"542",2003,"Lincoln",1,NA,6,NA,NA,5,NA,84
"543",2003,"Mason",1,NA,6,NA,NA,5,NA,569
"544",2003,"Okanogan",1,NA,6,NA,NA,5,NA,485
"545",2003,"Pacific",1,NA,6,NA,NA,5,NA,188
"546",2003,"Pend Oreille",1,NA,6,NA,NA,5,NA,107
"547",2003,"Pierce",1,8,6,84,6,5,64,10085
"548",2003,"San Juan",1,0,6,0,0,5,0,88
"549",2003,"Skagit",1,NA,6,NA,NA,5,NA,1356
"550",2003,"Skamania",1,0,6,0,0,5,0,114
"551",2003,"Snohomish",1,4,6,42,4,5,40,8592
"552",2003,"Spokane",1,6,6,35,6,5,33,5455
"553",2003,"Stevens",1,NA,6,NA,NA,5,NA,467
"554",2003,"Thurston",1,NA,6,14,NA,5,14,2619
"555",2003,"Wahkiakum",1,NA,6,NA,0,5,0,29
"556",2003,"Walla Walla",1,NA,6,NA,NA,5,NA,686
"557",2003,"Whatcom",1,NA,6,13,NA,5,NA,2035
"558",2003,"Whitman",1,0,6,0,NA,5,NA,410
"559",2003,"Yakima",1,5,6,21,9,5,39,4133
"560",2004,"State Total",1,5,5,432,5,5,451,81715
"561",2004,"Adams",1,NA,5,NA,NA,5,NA,389
"562",2004,"Asotin",1,0,5,0,NA,5,NA,261
"563",2004,"Benton",1,NA,5,NA,NA,5,NA,2188
"564",2004,"Chelan",1,NA,5,NA,NA,5,NA,902
"565",2004,"Clallam",1,NA,5,NA,NA,5,NA,602
"566",2004,"Clark",1,4,5,24,4,5,27,5541
"567",2004,"Columbia",1,0,5,0,0,5,0,40
"568",2004,"Cowlitz",1,NA,5,NA,NA,5,NA,1230
"569",2004,"Douglas",1,NA,5,NA,NA,5,NA,455
"570",2004,"Ferry",1,0,5,0,0,5,0,78
"571",2004,"Franklin",1,NA,5,NA,NA,5,NA,1328
"572",2004,"Garfield",1,0,5,0,0,5,0,11
"573",2004,"Grant",1,NA,5,NA,NA,5,13,1441
"574",2004,"Grays Harbor",1,NA,5,NA,NA,5,NA,830
"575",2004,"Island",1,NA,5,NA,NA,5,NA,989
"576",2004,"Jefferson",1,NA,5,NA,0,5,0,195
"577",2004,"King",1,6,5,145,4,5,101,22874
"578",2004,"Kitsap",1,NA,5,13,NA,5,14,3009
"579",2004,"Kittitas",1,NA,5,NA,NA,5,NA,342
"580",2004,"Klickitat",1,NA,5,NA,0,5,0,223
"581",2004,"Lewis",1,NA,5,NA,NA,5,NA,847
"582",2004,"Lincoln",1,0,5,0,0,5,0,91
"583",2004,"Mason",1,NA,5,NA,NA,5,NA,559
"584",2004,"Okanogan",1,NA,5,NA,NA,5,NA,499
"585",2004,"Pacific",1,0,5,0,NA,5,NA,200
"586",2004,"Pend Oreille",1,0,5,0,0,5,0,115
"587",2004,"Pierce",1,4,5,45,5,5,60,10278
"588",2004,"San Juan",1,NA,5,NA,0,5,0,107
"589",2004,"Skagit",1,NA,5,NA,NA,5,11,1418
"590",2004,"Skamania",1,0,5,0,NA,5,NA,82
"591",2004,"Snohomish",1,5,5,47,4,5,40,8641
"592",2004,"Spokane",1,5,5,29,6,5,37,5480
"593",2004,"Stevens",1,NA,5,NA,NA,5,NA,484
"594",2004,"Thurston",1,NA,5,16,6,5,18,2604
"595",2004,"Wahkiakum",1,0,5,0,0,5,0,29
"596",2004,"Walla Walla",1,0,5,0,NA,5,NA,715
"597",2004,"Whatcom",1,NA,5,10,NA,5,NA,2061
"598",2004,"Whitman",1,NA,5,NA,NA,5,NA,377
"599",2004,"Yakima",1,6,5,27,8,5,34,4200
"600",2005,"State Total",1,6,6,516,5,5,420,82625
"601",2005,"Adams",1,NA,6,NA,NA,5,NA,424
"602",2005,"Asotin",1,NA,6,NA,0,5,0,237
"603",2005,"Benton",1,NA,6,14,NA,5,12,2164
"604",2005,"Chelan",1,NA,6,NA,NA,5,11,902
"605",2005,"Clallam",1,NA,6,NA,NA,5,NA,617
"606",2005,"Clark",1,5,6,32,5,5,28,5635
"607",2005,"Columbia",1,0,6,0,0,5,0,24
"608",2005,"Cowlitz",1,NA,6,NA,NA,5,NA,1242
"609",2005,"Douglas",1,NA,6,NA,NA,5,NA,518
"610",2005,"Ferry",1,0,6,0,NA,5,NA,82
"611",2005,"Franklin",1,NA,6,NA,NA,5,NA,1484
"612",2005,"Garfield",1,0,6,0,0,5,0,16
"613",2005,"Grant",1,NA,6,NA,NA,5,NA,1451
"614",2005,"Grays Harbor",1,NA,6,NA,NA,5,NA,857
"615",2005,"Island",1,NA,6,NA,NA,5,NA,997
"616",2005,"Jefferson",1,NA,6,NA,NA,5,NA,204
"617",2005,"King",1,6,6,139,4,5,102,22680
"618",2005,"Kitsap",1,5,6,17,6,5,18,2902
"619",2005,"Kittitas",1,NA,6,NA,NA,5,NA,333
"620",2005,"Klickitat",1,NA,6,NA,0,5,0,209
"621",2005,"Lewis",1,NA,6,NA,NA,5,NA,874
"622",2005,"Lincoln",1,0,6,0,0,5,0,94
"623",2005,"Mason",1,0,6,0,NA,5,NA,620
"624",2005,"Okanogan",1,NA,6,NA,NA,5,NA,530
"625",2005,"Pacific",1,NA,6,NA,NA,5,NA,219
"626",2005,"Pend Oreille",1,NA,6,NA,0,5,0,120
"627",2005,"Pierce",1,6,6,64,6,5,64,10469
"628",2005,"San Juan",1,NA,6,NA,0,5,0,108
"629",2005,"Skagit",1,NA,6,14,NA,5,NA,1451
"630",2005,"Skamania",1,0,6,0,0,5,0,94
"631",2005,"Snohomish",1,6,6,56,3,5,32,8924
"632",2005,"Spokane",1,6,6,35,6,5,34,5593
"633",2005,"Stevens",1,NA,6,NA,NA,5,NA,451
"634",2005,"Thurston",1,NA,6,16,NA,5,16,2618
"635",2005,"Wahkiakum",1,0,6,0,0,5,0,37
"636",2005,"Walla Walla",1,NA,6,NA,NA,5,NA,721
"637",2005,"Whatcom",1,NA,6,NA,NA,5,NA,2122
"638",2005,"Whitman",1,NA,6,NA,NA,5,NA,432
"639",2005,"Yakima",1,7,6,31,7,5,30,4170
"640",2006,"State Total",1,5,5,490,4,4,406,86845
"641",2006,"Adams",1,NA,5,NA,NA,4,NA,386
"642",2006,"Asotin",1,NA,5,NA,0,4,0,245
"643",2006,"Benton",1,NA,5,15,7,4,17,2339
"644",2006,"Chelan",1,NA,5,NA,NA,4,NA,982
"645",2006,"Clallam",1,NA,5,NA,NA,4,NA,647
"646",2006,"Clark",1,3,5,18,NA,4,15,5789
"647",2006,"Columbia",1,0,5,0,0,4,0,45
"648",2006,"Cowlitz",1,NA,5,NA,NA,4,NA,1325
"649",2006,"Douglas",1,NA,5,NA,NA,4,NA,543
"650",2006,"Ferry",1,NA,5,NA,NA,4,NA,62
"651",2006,"Franklin",1,NA,5,12,NA,4,NA,1535
"652",2006,"Garfield",1,NA,5,NA,0,4,0,16
"653",2006,"Grant",1,NA,5,13,NA,4,14,1549
"654",2006,"Grays Harbor",1,NA,5,NA,NA,4,NA,884
"655",2006,"Island",1,NA,5,NA,NA,4,NA,933
"656",2006,"Jefferson",1,NA,5,NA,NA,4,NA,221
"657",2006,"King",1,5,5,126,4,4,100,24244
"658",2006,"Kitsap",1,7,5,24,NA,4,11,3040
"659",2006,"Kittitas",1,NA,5,NA,NA,4,NA,375
"660",2006,"Klickitat",1,0,5,0,NA,4,NA,212
"661",2006,"Lewis",1,NA,5,NA,NA,4,NA,939
"662",2006,"Lincoln",1,NA,5,NA,0,4,0,114
"663",2006,"Mason",1,NA,5,NA,NA,4,NA,632
"664",2006,"Okanogan",1,NA,5,NA,NA,4,NA,594
"665",2006,"Pacific",1,0,5,0,0,4,0,196
"666",2006,"Pend Oreille",1,0,5,0,NA,4,NA,142
"667",2006,"Pierce",1,5,5,61,5,4,58,11139
"668",2006,"San Juan",1,NA,5,NA,NA,4,NA,85
"669",2006,"Skagit",1,NA,5,NA,NA,4,NA,1500
"670",2006,"Skamania",1,0,5,0,NA,4,NA,110
"671",2006,"Snohomish",1,6,5,63,4,4,37,9070
"672",2006,"Spokane",1,4,5,25,4,4,27,5986
"673",2006,"Stevens",1,NA,5,NA,NA,4,NA,485
"674",2006,"Thurston",1,NA,5,16,NA,4,15,2771
"675",2006,"Wahkiakum",1,0,5,0,0,4,0,25
"676",2006,"Walla Walla",1,NA,5,NA,NA,4,NA,705
"677",2006,"Whatcom",1,NA,5,15,NA,4,14,2209
"678",2006,"Whitman",1,NA,5,NA,NA,4,NA,413
"679",2006,"Yakima",1,6,5,28,7,4,31,4358
"680",2007,"State Total",1,5,5,493,4,4,427,88921
"681",2007,"Adams",1,NA,5,NA,NA,4,NA,417
"682",2007,"Asotin",1,0,5,0,NA,4,NA,232
"683",2007,"Benton",1,NA,5,11,NA,4,NA,2455
"684",2007,"Chelan",1,NA,5,NA,NA,4,NA,1016
"685",2007,"Clallam",1,NA,5,NA,NA,4,NA,639
"686",2007,"Clark",1,3,5,21,4,4,29,5901
"687",2007,"Columbia",1,0,5,0,0,4,0,32
"688",2007,"Cowlitz",1,NA,5,NA,NA,4,NA,1384
"689",2007,"Douglas",1,NA,5,NA,NA,4,NA,544
"690",2007,"Ferry",1,0,5,0,NA,4,NA,67
"691",2007,"Franklin",1,NA,5,10,NA,4,NA,1584
"692",2007,"Garfield",1,0,5,0,0,4,0,16
"693",2007,"Grant",1,NA,5,11,NA,4,NA,1567
"694",2007,"Grays Harbor",1,NA,5,NA,NA,4,NA,863
"695",2007,"Island",1,NA,5,NA,NA,4,NA,983
"696",2007,"Jefferson",1,NA,5,NA,0,4,0,210
"697",2007,"King",1,5,5,138,4,4,110,24899
"698",2007,"Kitsap",1,7,5,22,NA,4,11,2894
"699",2007,"Kittitas",1,NA,5,NA,NA,4,NA,388
"700",2007,"Klickitat",1,0,5,0,NA,4,NA,227
"701",2007,"Lewis",1,NA,5,NA,NA,4,NA,937
"702",2007,"Lincoln",1,0,5,0,0,4,0,105
"703",2007,"Mason",1,NA,5,NA,NA,4,NA,640
"704",2007,"Okanogan",1,NA,5,NA,NA,4,NA,548
"705",2007,"Pacific",1,0,5,0,NA,4,NA,217
"706",2007,"Pend Oreille",1,NA,5,NA,NA,4,NA,133
"707",2007,"Pierce",1,6,5,76,6,4,73,11391
"708",2007,"San Juan",1,0,5,0,0,4,0,118
"709",2007,"Skagit",1,NA,5,11,NA,4,NA,1560
"710",2007,"Skamania",1,0,5,0,0,4,0,126
"711",2007,"Snohomish",1,4,5,45,4,4,46,9570
"712",2007,"Spokane",1,5,5,32,4,4,25,5983
"713",2007,"Stevens",1,NA,5,NA,NA,4,NA,486
"714",2007,"Thurston",1,NA,5,14,NA,4,15,2940
"715",2007,"Wahkiakum",1,0,5,0,0,4,0,26
"716",2007,"Walla Walla",1,NA,5,NA,NA,4,NA,664
"717",2007,"Whatcom",1,NA,5,14,NA,4,13,2210
"718",2007,"Whitman",1,NA,5,NA,NA,4,NA,431
"719",2007,"Yakima",1,6,5,28,6,4,27,4518
"720",2008,"State Total",1,6,6,544,5,5,491,90270
"721",2008,"Adams",1,NA,6,NA,NA,5,NA,426
"722",2008,"Asotin",1,0,6,0,NA,5,NA,235
"723",2008,"Benton",1,NA,6,12,NA,5,16,2444
"724",2008,"Chelan",1,NA,6,NA,NA,5,NA,1076
"725",2008,"Clallam",1,NA,6,NA,NA,5,NA,648
"726",2008,"Clark",1,3,6,21,3,5,19,5851
"727",2008,"Columbia",1,NA,6,NA,0,5,0,43
"728",2008,"Cowlitz",1,NA,6,NA,NA,5,NA,1343
"729",2008,"Douglas",1,NA,6,NA,NA,5,NA,597
"730",2008,"Ferry",1,0,6,0,0,5,0,70
"731",2008,"Franklin",1,NA,6,NA,NA,5,12,1656
"732",2008,"Garfield",1,0,6,0,0,5,0,24
"733",2008,"Grant",1,NA,6,NA,NA,5,13,1635
"734",2008,"Grays Harbor",1,NA,6,NA,NA,5,NA,914
"735",2008,"Island",1,NA,6,NA,NA,5,NA,959
"736",2008,"Jefferson",1,NA,6,NA,NA,5,NA,199
"737",2008,"King",1,6,6,163,4,5,121,25222
"738",2008,"Kitsap",1,6,6,21,6,5,21,3053
"739",2008,"Kittitas",1,NA,6,NA,NA,5,NA,384
"740",2008,"Klickitat",1,0,6,0,0,5,0,204
"741",2008,"Lewis",1,NA,6,NA,NA,5,NA,953
"742",2008,"Lincoln",1,0,6,0,NA,5,NA,106
"743",2008,"Mason",1,NA,6,NA,NA,5,NA,631
"744",2008,"Okanogan",1,NA,6,NA,NA,5,NA,582
"745",2008,"Pacific",1,NA,6,NA,NA,5,NA,220
"746",2008,"Pend Oreille",1,NA,6,NA,0,5,0,129
"747",2008,"Pierce",1,6,6,76,5,5,59,11537
"748",2008,"San Juan",1,0,6,0,0,5,0,93
"749",2008,"Skagit",1,NA,6,10,NA,5,12,1628
"750",2008,"Skamania",1,0,6,0,0,5,0,113
"751",2008,"Snohomish",1,7,6,69,4,5,42,9808
"752",2008,"Spokane",1,6,6,37,6,5,39,6156
"753",2008,"Stevens",1,NA,6,NA,NA,5,NA,425
"754",2008,"Thurston",1,NA,6,14,NA,5,14,3074
"755",2008,"Wahkiakum",1,0,6,0,0,5,0,33
"756",2008,"Walla Walla",1,NA,6,NA,NA,5,NA,737
"757",2008,"Whatcom",1,NA,6,11,NA,5,NA,2181
"758",2008,"Whitman",1,NA,6,NA,NA,5,NA,442
"759",2008,"Yakima",1,6,6,27,9,5,43,4439
"760",2009,"State Total",1,5,5,498,4,4,438,89242
"761",2009,"Adams",1,NA,5,NA,NA,4,NA,456
"762",2009,"Asotin",1,NA,5,NA,NA,4,NA,233
"763",2009,"Benton",1,NA,5,14,NA,4,15,2485
"764",2009,"Chelan",1,NA,5,NA,NA,4,NA,1046
"765",2009,"Clallam",1,NA,5,NA,NA,4,NA,655
"766",2009,"Clark",1,4,5,25,4,4,26,5578
"767",2009,"Columbia",1,0,5,0,0,4,0,32
"768",2009,"Cowlitz",1,NA,5,NA,NA,4,10,1299
"769",2009,"Douglas",1,NA,5,NA,NA,4,NA,537
"770",2009,"Ferry",1,0,5,0,0,4,0,60
"771",2009,"Franklin",1,NA,5,NA,NA,4,NA,1687
"772",2009,"Garfield",1,0,5,0,0,4,0,18
"773",2009,"Grant",1,NA,5,NA,NA,4,16,1630
"774",2009,"Grays Harbor",1,NA,5,NA,NA,4,NA,839
"775",2009,"Island",1,NA,5,NA,NA,4,NA,901
"776",2009,"Jefferson",1,NA,5,NA,NA,4,NA,194
"777",2009,"King",1,5,5,145,3,4,78,25057
"778",2009,"Kitsap",1,NA,5,15,NA,4,16,2905
"779",2009,"Kittitas",1,NA,5,NA,NA,4,NA,431
"780",2009,"Klickitat",1,NA,5,NA,NA,4,NA,237
"781",2009,"Lewis",1,NA,5,NA,NA,4,NA,994
"782",2009,"Lincoln",1,NA,5,NA,NA,4,NA,89
"783",2009,"Mason",1,NA,5,NA,NA,4,NA,702
"784",2009,"Okanogan",1,NA,5,NA,NA,4,NA,592
"785",2009,"Pacific",1,NA,5,NA,NA,4,NA,176
"786",2009,"Pend Oreille",1,0,5,0,0,4,0,152
"787",2009,"Pierce",1,6,5,72,7,4,87,11636
"788",2009,"San Juan",1,NA,5,NA,NA,4,NA,97
"789",2009,"Skagit",1,NA,5,NA,NA,4,NA,1534
"790",2009,"Skamania",1,NA,5,NA,NA,4,NA,118
"791",2009,"Snohomish",1,6,5,55,3,4,35,9237
"792",2009,"Spokane",1,4,5,28,6,4,41,6107
"793",2009,"Stevens",1,NA,5,NA,NA,4,NA,430
"794",2009,"Thurston",1,NA,5,15,NA,4,15,3162
"795",2009,"Wahkiakum",1,0,5,0,0,4,0,29
"796",2009,"Walla Walla",1,NA,5,NA,NA,4,NA,669
"797",2009,"Whatcom",1,NA,5,13,NA,4,10,2269
"798",2009,"Whitman",1,NA,5,NA,NA,4,NA,445
"799",2009,"Yakima",1,6,5,29,5,4,26,4524
"800",2010,"State Total",1,5,5,499,4,4,388,86480
"801",2010,"Adams",1,NA,5,NA,NA,4,NA,468
"802",2010,"Asotin",1,NA,5,NA,0,4,0,242
"803",2010,"Benton",1,NA,5,12,NA,4,10,2530
"804",2010,"Chelan",1,NA,5,NA,NA,4,NA,1011
"805",2010,"Clallam",1,NA,5,NA,NA,4,NA,679
"806",2010,"Clark",1,3,5,21,6,4,37,5480
"807",2010,"Columbia",1,NA,5,NA,0,4,0,39
"808",2010,"Cowlitz",1,NA,5,NA,NA,4,NA,1193
"809",2010,"Douglas",1,NA,5,NA,0,4,0,524
"810",2010,"Ferry",1,NA,5,NA,NA,4,NA,64
"811",2010,"Franklin",1,NA,5,NA,NA,4,NA,1661
"812",2010,"Garfield",1,0,5,0,0,4,0,21
"813",2010,"Grant",1,NA,5,13,NA,4,NA,1637
"814",2010,"Grays Harbor",1,NA,5,NA,NA,4,NA,846
"815",2010,"Island",1,NA,5,NA,NA,4,NA,929
"816",2010,"Jefferson",1,NA,5,NA,NA,4,NA,199
"817",2010,"King",1,5,5,140,4,4,103,24514
"818",2010,"Kitsap",1,NA,5,14,NA,4,14,2931
"819",2010,"Kittitas",1,NA,5,NA,NA,4,NA,424
"820",2010,"Klickitat",1,NA,5,NA,NA,4,NA,226
"821",2010,"Lewis",1,NA,5,NA,NA,4,NA,926
"822",2010,"Lincoln",1,0,5,0,0,4,0,95
"823",2010,"Mason",1,NA,5,NA,NA,4,NA,622
"824",2010,"Okanogan",1,NA,5,NA,NA,4,NA,570
"825",2010,"Pacific",1,0,5,0,NA,4,NA,201
"826",2010,"Pend Oreille",1,0,5,0,0,4,0,119
"827",2010,"Pierce",1,6,5,65,4,4,49,10686
"828",2010,"San Juan",1,0,5,0,0,4,0,99
