"","year","location","num_of_records","fetal_deathrate","fetaldeath_staterate","fetal_deaths","infant_deathrate","infantdeath_staterate","infant_deaths","live_births"
"829",2010,"Skagit",1,NA,5,11,NA,4,NA,1471
"830",2010,"Skamania",1,0,5,0,NA,4,NA,88
"831",2010,"Snohomish",1,6,5,56,4,4,38,9001
"832",2010,"Spokane",1,6,5,35,4,4,27,5788
"833",2010,"Stevens",1,NA,5,NA,NA,4,NA,431
"834",2010,"Thurston",1,7,5,21,5,4,17,2955
"835",2010,"Wahkiakum",1,0,5,0,0,4,0,33
"836",2010,"Walla Walla",1,NA,5,NA,NA,4,NA,660
"837",2010,"Whatcom",1,NA,5,11,NA,4,10,2321
"838",2010,"Whitman",1,NA,5,NA,0,4,0,422
"839",2010,"Yakima",1,8,5,36,5,4,23,4374
"840",2011,"State Total",1,6,6,585,4,4,387,86929
"841",2011,"Adams",1,NA,6,NA,NA,4,NA,403
"842",2011,"Asotin",1,NA,6,NA,NA,4,NA,235
"843",2011,"Benton",1,NA,6,12,NA,4,NA,2569
"844",2011,"Chelan",1,NA,6,NA,NA,4,NA,934
"845",2011,"Clallam",1,NA,6,NA,NA,4,NA,667
"846",2011,"Clark",1,4,6,25,4,4,27,5484
"847",2011,"Columbia",1,NA,6,NA,0,4,0,36
"848",2011,"Cowlitz",1,NA,6,NA,NA,4,NA,1262
"849",2011,"Douglas",1,NA,6,NA,NA,4,NA,533
"850",2011,"Ferry",1,NA,6,NA,0,4,0,72
"851",2011,"Franklin",1,NA,6,11,NA,4,NA,1748
"852",2011,"Garfield",1,NA,6,NA,0,4,0,18
"853",2011,"Grant",1,NA,6,13,NA,4,NA,1587
"854",2011,"Grays Harbor",1,NA,6,NA,NA,4,NA,780
"855",2011,"Island",1,NA,6,NA,NA,4,NA,924
"856",2011,"Jefferson",1,0,6,0,NA,4,NA,204
"857",2011,"King",1,6,6,151,4,4,100,24630
"858",2011,"Kitsap",1,8,6,24,6,4,20,2945
"859",2011,"Kittitas",1,NA,6,NA,NA,4,NA,394
"860",2011,"Klickitat",1,0,6,0,NA,4,NA,205
"861",2011,"Lewis",1,NA,6,NA,NA,4,NA,877
"862",2011,"Lincoln",1,NA,6,NA,NA,4,NA,106
"863",2011,"Mason",1,NA,6,NA,NA,4,NA,618
"864",2011,"Okanogan",1,NA,6,NA,NA,4,NA,575
"865",2011,"Pacific",1,NA,6,NA,NA,4,NA,206
"866",2011,"Pend Oreille",1,NA,6,NA,0,4,0,99
"867",2011,"Pierce",1,9,6,103,4,4,55,11240
"868",2011,"San Juan",1,NA,6,NA,0,4,0,81
"869",2011,"Skagit",1,NA,6,NA,NA,4,NA,1453
"870",2011,"Skamania",1,NA,6,NA,NA,4,NA,114
"871",2011,"Snohomish",1,6,6,55,3,4,33,8925
"872",2011,"Spokane",1,4,6,28,5,4,31,5867
"873",2011,"Stevens",1,NA,6,NA,NA,4,NA,437
"874",2011,"Thurston",1,8,6,27,NA,4,12,3142
"875",2011,"Wahkiakum",1,0,6,0,0,4,0,22
"876",2011,"Walla Walla",1,NA,6,NA,NA,4,NA,659
"877",2011,"Whatcom",1,8,6,18,NA,4,NA,2260
"878",2011,"Whitman",1,NA,6,NA,NA,4,NA,407
"879",2011,"Yakima",1,8,6,35,4,4,18,4211
"880",2012,"State Total",1,5,5,503,5,5,442,87417
"881",2012,"Adams",1,NA,5,NA,NA,5,NA,386
"882",2012,"Asotin",1,NA,5,NA,0,5,0,238
"883",2012,"Benton",1,NA,5,10,NA,5,15,2559
"884",2012,"Chelan",1,NA,5,NA,NA,5,NA,922
"885",2012,"Clallam",1,NA,5,NA,NA,5,NA,646
"886",2012,"Clark",1,4,5,23,5,5,30,5362
"887",2012,"Columbia",1,0,5,0,0,5,0,31
"888",2012,"Cowlitz",1,NA,5,NA,NA,5,NA,1118
"889",2012,"Douglas",1,NA,5,NA,NA,5,NA,521
"890",2012,"Ferry",1,0,5,0,0,5,0,71
"891",2012,"Franklin",1,NA,5,12,NA,5,NA,1671
"892",2012,"Garfield",1,0,5,0,0,5,0,17
"893",2012,"Grant",1,NA,5,15,NA,5,NA,1597
"894",2012,"Grays Harbor",1,NA,5,NA,NA,5,NA,813
"895",2012,"Island",1,NA,5,NA,NA,5,NA,863
"896",2012,"Jefferson",1,0,5,0,NA,5,NA,177
"897",2012,"King",1,5,5,131,4,5,102,25032
"898",2012,"Kitsap",1,6,5,20,6,5,19,2993
"899",2012,"Kittitas",1,NA,5,NA,NA,5,NA,410
"900",2012,"Klickitat",1,0,5,0,0,5,0,203
"901",2012,"Lewis",1,NA,5,NA,NA,5,NA,855
"902",2012,"Lincoln",1,0,5,0,0,5,0,94
"903",2012,"Mason",1,NA,5,NA,NA,5,NA,699
"904",2012,"Okanogan",1,NA,5,NA,NA,5,NA,538
"905",2012,"Pacific",1,NA,5,NA,NA,5,NA,205
"906",2012,"Pend Oreille",1,NA,5,NA,0,5,0,122
"907",2012,"Pierce",1,7,5,85,6,5,68,11285
"908",2012,"San Juan",1,0,5,0,NA,5,NA,65
"909",2012,"Skagit",1,NA,5,NA,NA,5,NA,1427
"910",2012,"Skamania",1,0,5,0,0,5,0,108
"911",2012,"Snohomish",1,6,5,63,4,5,43,9226
"912",2012,"Spokane",1,4,5,28,6,5,41,5997
"913",2012,"Stevens",1,NA,5,NA,0,5,0,439
"914",2012,"Thurston",1,5,5,17,NA,5,15,3124
"915",2012,"Wahkiakum",1,0,5,0,0,5,0,39
"916",2012,"Walla Walla",1,NA,5,NA,NA,5,NA,696
"917",2012,"Whatcom",1,NA,5,10,NA,5,15,2259
"918",2012,"Whitman",1,NA,5,NA,NA,5,NA,487
"919",2012,"Yakima",1,7,5,31,5,5,22,4122
"920",2013,"State Total",1,6,6,535,4,4,382,86566
"921",2013,"Adams",1,NA,6,NA,NA,4,NA,400
"922",2013,"Asotin",1,0,6,0,0,4,0,239
"923",2013,"Benton",1,NA,6,16,NA,4,16,2513
"924",2013,"Chelan",1,NA,6,NA,NA,4,NA,901
"925",2013,"Clallam",1,NA,6,NA,NA,4,NA,664
"926",2013,"Clark",1,5,6,30,NA,4,12,5329
"927",2013,"Columbia",1,0,6,0,NA,4,NA,35
"928",2013,"Cowlitz",1,NA,6,NA,NA,4,NA,1177
"929",2013,"Douglas",1,NA,6,NA,NA,4,NA,492
"930",2013,"Ferry",1,NA,6,NA,NA,4,NA,64
"931",2013,"Franklin",1,NA,6,15,NA,4,NA,1618
"932",2013,"Garfield",1,0,6,0,0,4,0,20
"933",2013,"Grant",1,NA,6,NA,NA,4,NA,1469
"934",2013,"Grays Harbor",1,NA,6,NA,NA,4,NA,763
"935",2013,"Island",1,NA,6,NA,NA,4,NA,877
"936",2013,"Jefferson",1,NA,6,NA,NA,4,NA,205
"937",2013,"King",1,5,6,144,4,4,106,24910
"938",2013,"Kitsap",1,7,6,21,6,4,17,2836
"939",2013,"Kittitas",1,NA,6,NA,NA,4,NA,413
"940",2013,"Klickitat",1,0,6,0,0,4,0,204
"941",2013,"Lewis",1,NA,6,NA,NA,4,NA,877
"942",2013,"Lincoln",1,NA,6,NA,0,4,0,95
"943",2013,"Mason",1,NA,6,NA,NA,4,NA,594
"944",2013,"Okanogan",1,NA,6,NA,0,4,0,512
"945",2013,"Pacific",1,NA,6,NA,NA,4,NA,169
"946",2013,"Pend Oreille",1,NA,6,NA,NA,4,NA,113
"947",2013,"Pierce",1,6,6,74,5,4,56,11115
"948",2013,"San Juan",1,0,6,0,0,4,0,105
"949",2013,"Skagit",1,NA,6,NA,NA,4,NA,1439
"950",2013,"Skamania",1,0,6,0,0,4,0,99
"951",2013,"Snohomish",1,5,6,47,3,4,28,9406
"952",2013,"Spokane",1,6,6,42,5,4,30,6059
"953",2013,"Stevens",1,NA,6,NA,NA,4,NA,440
"954",2013,"Thurston",1,6,6,19,5,4,18,3042
"955",2013,"Wahkiakum",1,0,6,0,NA,4,NA,28
"956",2013,"Walla Walla",1,NA,6,10,0,4,0,696
"957",2013,"Whatcom",1,NA,6,12,NA,4,NA,2244
"958",2013,"Whitman",1,NA,6,NA,NA,4,NA,452
"959",2013,"Yakima",1,6,6,25,6,4,24,3952
"960",2014,"State Total",1,6,6,546,4,4,402,88561
"961",2014,"Adams",1,NA,6,NA,NA,4,NA,383
"962",2014,"Asotin",1,0,6,0,NA,4,NA,255
"963",2014,"Benton",1,NA,6,11,NA,4,NA,2660
"964",2014,"Chelan",1,NA,6,NA,NA,4,NA,935
"965",2014,"Clallam",1,NA,6,NA,NA,4,NA,689
"966",2014,"Clark",1,5,6,32,4,4,22,5571
"967",2014,"Columbia",1,0,6,0,0,4,0,38
"968",2014,"Cowlitz",1,NA,6,NA,NA,4,NA,1168
"969",2014,"Douglas",1,NA,6,NA,NA,4,NA,530
"970",2014,"Ferry",1,0,6,0,NA,4,NA,85
"971",2014,"Franklin",1,NA,6,15,NA,4,NA,1638
"972",2014,"Garfield",1,0,6,0,0,4,0,24
"973",2014,"Grant",1,NA,6,13,NA,4,NA,1484
"974",2014,"Grays Harbor",1,NA,6,NA,NA,4,NA,766
"975",2014,"Island",1,NA,6,NA,NA,4,NA,880
"976",2014,"Jefferson",1,NA,6,NA,NA,4,NA,183
"977",2014,"King",1,5,6,146,4,4,109,25348
"978",2014,"Kitsap",1,5,6,17,NA,4,13,3068
"979",2014,"Kittitas",1,NA,6,NA,NA,4,NA,371
"980",2014,"Klickitat",1,NA,6,NA,0,4,0,202
"981",2014,"Lewis",1,NA,6,NA,NA,4,NA,862
"982",2014,"Lincoln",1,0,6,0,NA,4,NA,99
"983",2014,"Mason",1,NA,6,NA,NA,4,NA,611
"984",2014,"Okanogan",1,NA,6,NA,NA,4,NA,499
"985",2014,"Pacific",1,NA,6,NA,NA,4,NA,204
"986",2014,"Pend Oreille",1,NA,6,NA,NA,4,NA,112
"987",2014,"Pierce",1,7,6,83,6,4,72,11664
"988",2014,"San Juan",1,0,6,0,0,4,0,92
"989",2014,"Skagit",1,NA,6,NA,NA,4,NA,1429
"990",2014,"Skamania",1,0,6,0,NA,4,NA,89
"991",2014,"Snohomish",1,5,6,55,3,4,34,9524
"992",2014,"Spokane",1,6,6,39,5,4,31,5892
"993",2014,"Stevens",1,NA,6,NA,NA,4,NA,468
"994",2014,"Thurston",1,NA,6,15,NA,4,13,3184
"995",2014,"Wahkiakum",1,0,6,0,0,4,0,28
"996",2014,"Walla Walla",1,NA,6,NA,NA,4,NA,664
"997",2014,"Whatcom",1,7,6,18,NA,4,NA,2286
"998",2014,"Whitman",1,NA,6,NA,NA,4,NA,441
"999",2014,"Yakima",1,8,6,33,4,4,19,4135
"1000",2016,"Clark",1,5,5,32,4,4,24,5665
"1001",2016,"Columbia",1,0,5,0,0,4,0,39
"1002",2016,"Garfield",1,0,5,0,0,4,0,31
"1003",2016,"King",1,5,5,151,3,4,99,26011
"1004",2016,"Pierce",1,5,5,66,4,4,52,11757
"1005",2016,"San Juan",1,0,5,0,0,4,0,74
"1006",2016,"Skamania",1,0,5,0,0,4,0,97
"1007",2016,"Snohomish",1,4,5,47,4,4,47,10045
"1008",2016,"Spokane",1,4,5,29,3,4,24,6143
"1009",2016,"State Total",1,5,5,509,4,4,390,90489
"1010",2016,"Stevens",1,0,5,0,0,4,0,440
"1011",2016,"Wahkiakum",1,0,5,0,0,4,0,18
"1012",2016,"Yakima",1,7,5,31,4,4,18,3935
"1013",2020,"Benton",1,6,5,17,7,4,18,2486
"1014",2020,"Clark",1,5,5,27,5,4,28,5344
"1015",2020,"Columbia",1,0,5,0,0,4,0,33
"1016",2020,"Garfield",1,0,5,0,0,4,0,18
"1017",2020,"Jefferson",1,0,5,0,0,4,0,129
"1018",2020,"King",1,5,5,126,4,4,98,23638
"1019",2020,"Lincoln",1,0,5,0,0,4,0,117
"1020",2020,"Pierce",1,5,5,63,4,4,49,11045
"1021",2020,"San Juan",1,0,5,0,0,4,0,110
"1022",2020,"Snohomish",1,5,5,55,3,4,32,9339
"1023",2020,"Spokane",1,5,5,34,3,4,21,5718
"1024",2020,"State Total",1,5,5,465,4,4,373,83101
"1025",2020,"Wahkiakum",1,0,5,0,0,4,0,26
"1026",2020,"Yakima",1,6,5,22,5,4,19,3563
"1027",2015,"Clark",1,5,5,29,4,4,24,5561
"1028",2015,"Columbia",1,0,5,0,0,4,0,36
"1029",2015,"Ferry",1,0,5,0,0,4,0,56
"1030",2015,"Garfield",1,0,5,0,0,4,0,30
"1031",2015,"King",1,4,5,126,3,4,93,25487
"1032",2015,"Kitsap",1,5,5,18,5,4,18,3060
"1033",2015,"Pierce",1,8,5,92,5,4,62,11541
"1034",2015,"Skamania",1,0,5,0,0,4,0,95
"1035",2015,"Snohomish",1,4,5,42,4,4,40,9766
"1036",2015,"Spokane",1,5,5,35,6,4,36,6042
"1037",2015,"State Total",1,5,5,510,4,4,431,89000
"1038",2015,"Wahkiakum",1,0,5,0,0,4,0,25
"1039",2019,"Clark",1,3,5,19,4,4,24,5577
"1040",2019,"Garfield",1,0,5,0,0,4,0,21
"1041",2019,"King",1,5,5,138,4,4,98,24090
"1042",2019,"Klickitat",1,0,5,0,0,4,0,213
"1043",2019,"Pacific",1,0,5,0,0,4,0,162
"1044",2019,"Pierce",1,8,5,89,4,4,51,11051
"1045",2019,"Snohomish",1,4,5,41,2,4,24,9669
"1046",2019,"Spokane",1,7,5,45,4,4,26,5809
"1047",2019,"State Total",1,5,5,502,4,4,365,84918
"1048",2018,"Clark",1,4,5,24,3,4,19,5471
"1049",2018,"Columbia",1,0,5,0,0,4,0,34
"1050",2018,"King",1,5,5,136,4,4,102,24337
"1051",2018,"Lincoln",1,0,5,0,0,4,0,105
"1052",2018,"Pierce",1,7,5,87,6,4,73,11462
"1053",2018,"San Juan",1,0,5,0,0,4,0,85
"1054",2018,"Snohomish",1,4,5,39,3,4,37,9754
"1055",2018,"Spokane",1,6,5,36,5,4,30,5728
"1056",2018,"State Total",1,5,5,507,4,4,400,86046
"1057",2018,"Thurston",1,8,5,27,6,4,19,3105
"1058",2018,"Yakima",1,7,5,27,5,4,20,3688
"1059",2017,"Clark",1,5,6,28,4,3,26,5514
"1060",2017,"Columbia",1,0,6,0,0,3,0,35
"1061",2017,"Garfield",1,0,6,0,0,3,0,25
"1062",2017,"King",1,5,6,149,3,3,84,25274
"1063",2017,"Pierce",1,6,6,77,4,3,48,11285
"1064",2017,"San Juan",1,0,6,0,0,3,0,84
"1065",2017,"Skamania",1,0,6,0,0,3,0,100
"1066",2017,"Snohomish",1,5,6,54,4,3,41,9877
"1067",2017,"Spokane",1,8,6,50,4,3,24,5886
"1068",2017,"State Total",1,6,6,532,3,3,344,87508
"1069",2017,"Wahkiakum",1,0,6,0,0,3,0,27
"1070",2017,"Whitman",1,0,6,0,0,3,0,418
"1071",2020,"Thurston",1,NA,5,12,6,4,18,2942
"1072",2015,"Thurston",1,NA,5,15,6,4,19,3072
"1073",2019,"Kitsap",1,NA,5,11,7,4,21,2952
"1074",2016,"Clallam",1,NA,5,NA,0,4,0,656
"1075",2016,"Ferry",1,NA,5,NA,0,4,0,80
"1076",2016,"Klickitat",1,NA,5,NA,0,4,0,189
"1077",2016,"Whitman",1,NA,5,NA,0,4,0,423
"1078",2020,"Pacific",1,NA,5,NA,0,4,0,177
"1079",2020,"Stevens",1,NA,5,NA,0,4,0,407
"1080",2015,"Adams",1,NA,5,NA,0,4,0,350
"1081",2015,"Klickitat",1,NA,5,NA,0,4,0,189
"1082",2015,"Pend Oreille",1,NA,5,NA,0,4,0,133
"1083",2019,"Wahkiakum",1,NA,5,NA,0,4,0,21
"1084",2018,"Douglas",1,NA,5,NA,0,4,0,486
"1085",2018,"Walla Walla",1,NA,5,NA,0,4,0,604
"1086",2017,"Lincoln",1,NA,6,NA,0,3,0,107
"1087",2016,"Benton",1,7,5,20,NA,4,13,2760
"1088",2015,"Whatcom",1,8,5,19,NA,4,14,2373
"1089",2015,"Yakima",1,5,5,20,NA,4,16,3995
"1090",2019,"Thurston",1,8,5,25,NA,4,14,3063
"1091",2019,"Yakima",1,5,5,19,NA,4,10,3489
"1092",2018,"Benton",1,6,5,17,NA,4,10,2551
"1093",2018,"Kitsap",1,6,5,19,NA,4,16,2994
"1094",2017,"Benton",1,8,6,21,NA,3,15,2563
"1095",2017,"Kitsap",1,6,6,19,NA,3,12,2978
"1096",2017,"Yakima",1,5,6,19,NA,3,16,3788
"1097",2016,"Kitsap",1,NA,5,16,NA,4,10,3148
"1098",2016,"Thurston",1,NA,5,16,NA,4,16,3203
"1099",2020,"Kitsap",1,NA,5,16,NA,4,14,2794
"1100",2020,"Whatcom",1,NA,5,14,NA,4,12,2003
"1101",2019,"Benton",1,NA,5,15,NA,4,14,2533
"1102",2016,"Grant",1,NA,5,NA,NA,4,11,1472
"1103",2015,"Benton",1,NA,5,NA,NA,4,15,2668
"1104",2015,"Lewis",1,NA,5,NA,NA,4,14,892
"1105",2019,"Grant",1,NA,5,NA,NA,4,10,1428
"1106",2017,"Cowlitz",1,NA,6,NA,NA,3,12,1294
"1107",2016,"Lincoln",1,0,5,0,NA,4,NA,101
"1108",2016,"Whatcom",1,8,5,20,NA,4,NA,2279
"1109",2020,"Ferry",1,0,5,0,NA,4,NA,64
"1110",2020,"Whitman",1,0,5,0,NA,4,NA,378
"1111",2015,"Lincoln",1,0,5,0,NA,4,NA,97
"1112",2015,"Pacific",1,0,5,0,NA,4,NA,193
"1113",2015,"Skagit",1,12,5,18,NA,4,NA,1442
"1114",2015,"Whitman",1,0,5,0,NA,4,NA,444
"1115",2019,"Asotin",1,0,5,0,NA,4,NA,217
"1116",2019,"Columbia",1,0,5,0,NA,4,NA,30
"1117",2019,"Douglas",1,0,5,0,NA,4,NA,480
"1118",2019,"Lincoln",1,0,5,0,NA,4,NA,89
"1119",2019,"San Juan",1,0,5,0,NA,4,NA,100
"1120",2019,"Whatcom",1,10,5,20,NA,4,NA,1992
"1121",2018,"Ferry",1,0,5,0,NA,4,NA,64
"1122",2018,"Garfield",1,0,5,0,NA,4,NA,23
"1123",2018,"Pacific",1,0,5,0,NA,4,NA,172
"1124",2018,"Skamania",1,0,5,0,NA,4,NA,93
"1125",2018,"Wahkiakum",1,0,5,0,NA,4,NA,36
"1126",2017,"Ferry",1,0,6,0,NA,3,NA,71
"1127",2017,"Kittitas",1,0,6,0,NA,3,NA,420
"1128",2017,"Klickitat",1,0,6,0,NA,3,NA,216
"1129",2017,"Stevens",1,0,6,0,NA,3,NA,432
"1130",2016,"Skagit",1,NA,5,12,NA,4,NA,1515
"1131",2020,"Grant",1,NA,5,10,NA,4,NA,1381
"1132",2015,"Franklin",1,NA,5,10,NA,4,NA,1669
"1133",2015,"Grant",1,NA,5,12,NA,4,NA,1501
"1134",2019,"Lewis",1,NA,5,11,NA,4,NA,922
"1135",2018,"Skagit",1,NA,5,10,NA,4,NA,1387
"1136",2018,"Whatcom",1,NA,5,13,NA,4,NA,2161
"1137",2017,"Grant",1,NA,6,10,NA,3,NA,1444
"1138",2017,"Skagit",1,NA,6,10,NA,3,NA,1430
"1139",2017,"Thurston",1,NA,6,14,NA,3,NA,3071
"1140",2017,"Whatcom",1,NA,6,15,NA,3,NA,2164
"1141",2016,"Adams",1,NA,5,NA,NA,4,NA,374
"1142",2016,"Asotin",1,NA,5,NA,NA,4,NA,231
"1143",2016,"Chelan",1,NA,5,NA,NA,4,NA,924
"1144",2016,"Cowlitz",1,NA,5,NA,NA,4,NA,1285
"1145",2016,"Douglas",1,NA,5,NA,NA,4,NA,516
"1146",2016,"Franklin",1,NA,5,NA,NA,4,NA,1635
"1147",2016,"Grays Harbor",1,NA,5,NA,NA,4,NA,770
"1148",2016,"Island",1,NA,5,NA,NA,4,NA,945
"1149",2016,"Jefferson",1,NA,5,NA,NA,4,NA,192
"1150",2016,"Kittitas",1,NA,5,NA,NA,4,NA,406
"1151",2016,"Lewis",1,NA,5,NA,NA,4,NA,970
"1152",2016,"Mason",1,NA,5,NA,NA,4,NA,669
"1153",2016,"Okanogan",1,NA,5,NA,NA,4,NA,510
"1154",2016,"Pacific",1,NA,5,NA,NA,4,NA,203
"1155",2016,"Pend Oreille",1,NA,5,NA,NA,4,NA,117
"1156",2016,"Walla Walla",1,NA,5,NA,NA,4,NA,661
"1157",2020,"Adams",1,NA,5,NA,NA,4,NA,328
"1158",2020,"Asotin",1,NA,5,NA,NA,4,NA,212
"1159",2020,"Chelan",1,NA,5,NA,NA,4,NA,794
"1160",2020,"Clallam",1,NA,5,NA,NA,4,NA,606
"1161",2020,"Cowlitz",1,NA,5,NA,NA,4,NA,1236
"1162",2020,"Douglas",1,NA,5,NA,NA,4,NA,465
"1163",2020,"Franklin",1,NA,5,NA,NA,4,NA,1477
"1164",2020,"Grays Harbor",1,NA,5,NA,NA,4,NA,683
"1165",2020,"Island",1,NA,5,NA,NA,4,NA,787
"1166",2020,"Kittitas",1,NA,5,NA,NA,4,NA,392
"1167",2020,"Klickitat",1,NA,5,NA,NA,4,NA,202
"1168",2020,"Lewis",1,NA,5,NA,NA,4,NA,890
"1169",2020,"Mason",1,NA,5,NA,NA,4,NA,669
"1170",2020,"Okanogan",1,NA,5,NA,NA,4,NA,419
"1171",2020,"Pend Oreille",1,NA,5,NA,NA,4,NA,110
"1172",2020,"Skagit",1,NA,5,NA,NA,4,NA,1350
"1173",2020,"Skamania",1,NA,5,NA,NA,4,NA,109
"1174",2020,"Walla Walla",1,NA,5,NA,NA,4,NA,559
"1175",2015,"Asotin",1,NA,5,NA,NA,4,NA,228
"1176",2015,"Chelan",1,NA,5,NA,NA,4,NA,954
"1177",2015,"Clallam",1,NA,5,NA,NA,4,NA,672
"1178",2015,"Cowlitz",1,NA,5,NA,NA,4,NA,1233
"1179",2015,"Douglas",1,NA,5,NA,NA,4,NA,549
"1180",2015,"Grays Harbor",1,NA,5,NA,NA,4,NA,779
"1181",2015,"Island",1,NA,5,NA,NA,4,NA,952
"1182",2015,"Jefferson",1,NA,5,NA,NA,4,NA,187
"1183",2015,"Kittitas",1,NA,5,NA,NA,4,NA,422
"1184",2015,"Mason",1,NA,5,NA,NA,4,NA,627
"1185",2015,"Okanogan",1,NA,5,NA,NA,4,NA,490
"1186",2015,"San Juan",1,NA,5,NA,NA,4,NA,85
"1187",2015,"Stevens",1,NA,5,NA,NA,4,NA,431
"1188",2015,"Walla Walla",1,NA,5,NA,NA,4,NA,674
"1189",2019,"Adams",1,NA,5,NA,NA,4,NA,380
"1190",2019,"Chelan",1,NA,5,NA,NA,4,NA,882
"1191",2019,"Clallam",1,NA,5,NA,NA,4,NA,587
"1192",2019,"Cowlitz",1,NA,5,NA,NA,4,NA,1238
"1193",2019,"Ferry",1,NA,5,NA,NA,4,NA,70
"1194",2019,"Franklin",1,NA,5,NA,NA,4,NA,1524
"1195",2019,"Grays Harbor",1,NA,5,NA,NA,4,NA,714
"1196",2019,"Island",1,NA,5,NA,NA,4,NA,894
"1197",2019,"Jefferson",1,NA,5,NA,NA,4,NA,199
"1198",2019,"Kittitas",1,NA,5,NA,NA,4,NA,394
"1199",2019,"Mason",1,NA,5,NA,NA,4,NA,620
"1200",2019,"Okanogan",1,NA,5,NA,NA,4,NA,459
"1201",2019,"Pend Oreille",1,NA,5,NA,NA,4,NA,116
"1202",2019,"Skagit",1,NA,5,NA,NA,4,NA,1392
"1203",2019,"Skamania",1,NA,5,NA,NA,4,NA,100
"1204",2019,"Stevens",1,NA,5,NA,NA,4,NA,375
"1205",2019,"Walla Walla",1,NA,5,NA,NA,4,NA,618
"1206",2019,"Whitman",1,NA,5,NA,NA,4,NA,348
"1207",2018,"Adams",1,NA,5,NA,NA,4,NA,384
"1208",2018,"Asotin",1,NA,5,NA,NA,4,NA,256
"1209",2018,"Chelan",1,NA,5,NA,NA,4,NA,852
"1210",2018,"Clallam",1,NA,5,NA,NA,4,NA,598
"1211",2018,"Cowlitz",1,NA,5,NA,NA,4,NA,1234
"1212",2018,"Franklin",1,NA,5,NA,NA,4,NA,1512
"1213",2018,"Grant",1,NA,5,NA,NA,4,NA,1495
"1214",2018,"Grays Harbor",1,NA,5,NA,NA,4,NA,756
"1215",2018,"Island",1,NA,5,NA,NA,4,NA,878
"1216",2018,"Jefferson",1,NA,5,NA,NA,4,NA,187
"1217",2018,"Kittitas",1,NA,5,NA,NA,4,NA,409
"1218",2018,"Klickitat",1,NA,5,NA,NA,4,NA,216
"1219",2018,"Lewis",1,NA,5,NA,NA,4,NA,879
"1220",2018,"Mason",1,NA,5,NA,NA,4,NA,634
"1221",2018,"Okanogan",1,NA,5,NA,NA,4,NA,472
"1222",2018,"Pend Oreille",1,NA,5,NA,NA,4,NA,114
"1223",2018,"Stevens",1,NA,5,NA,NA,4,NA,429
"1224",2018,"Whitman",1,NA,5,NA,NA,4,NA,361
"1225",2017,"Adams",1,NA,6,NA,NA,3,NA,392
"1226",2017,"Asotin",1,NA,6,NA,NA,3,NA,182
"1227",2017,"Chelan",1,NA,6,NA,NA,3,NA,851
"1228",2017,"Clallam",1,NA,6,NA,NA,3,NA,661
"1229",2017,"Douglas",1,NA,6,NA,NA,3,NA,560
"1230",2017,"Franklin",1,NA,6,NA,NA,3,NA,1574
"1231",2017,"Grays Harbor",1,NA,6,NA,NA,3,NA,699
"1232",2017,"Island",1,NA,6,NA,NA,3,NA,935
"1233",2017,"Jefferson",1,NA,6,NA,NA,3,NA,165
"1234",2017,"Lewis",1,NA,6,NA,NA,3,NA,883
"1235",2017,"Mason",1,NA,6,NA,NA,3,NA,643
"1236",2017,"Okanogan",1,NA,6,NA,NA,3,NA,503
"1237",2017,"Pacific",1,NA,6,NA,NA,3,NA,177
"1238",2017,"Pend Oreille",1,NA,6,NA,NA,3,NA,120
"1239",2017,"Walla Walla",1,NA,6,NA,NA,3,NA,613
